Возраст,Пол,Квалификация,Стаж,Семейное положение,Иждивенцы,Срок проживания,Иностранное гражданство,Телефон,Банковский счет,Сберегательный счет,Собственность,Плата за жилье,Кредитный рейтинг,Число кредитов,Другие кредиты,Сумма,Срок,Процентная ставка платежа,Поручители,Цель,Класс
431,29.0,1,3,2.0,никогда не состоял(а),1,3,1,1,1,1,автомобиль,собственность,2,2,банк,11328,24,2,созаемщик,другое,0
432,36.0,1,3,0.0,никогда не состоял(а),1,4,1,1,-1,1,неизвестно/нет собственности,бесплатно,0,3,нет,1872,6,4,нет,мебель/оборудование,1
433,33.0,1,2,2.0,живет раздельно/разведен,1,2,1,1,0,1,недвижимость,собственность,0,2,нет,2058,24,4,нет,ремонт,1
434,25.0,1,2,2.0,никогда не состоял(а),1,2,1,0,-1,1,недвижимость,собственность,2,1,нет,2136,9,3,нет,мебель/оборудование,1
435,25.0,1,2,2.0,женат/овдовел,1,1,1,1,1,0,недвижимость,собственность,2,1,нет,1484,12,2,нет,радио/телевидение,0
436,23.0,1,1,3.0,женат/овдовел,1,4,1,0,0,3,недвижимость,аренда,2,1,нет,660,6,2,нет,ремонт,1
437,37.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,1,0,4,недвижимость,собственность,0,2,нет,1287,24,4,нет,автомобиль (новый),1
438,65.0,1,0,0.0,никогда не состоял(а),1,4,1,0,-1,1,автомобиль,собственность,0,2,нет,3394,42,4,созаемщик,ремонт,1
439,26.0,0,0,1.0,замужем/живет раздельно/разведена,1,1,1,0,2,1,недвижимость,собственность,3,1,нет,609,12,4,нет,бизнес,0
440,,1,3,4.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,2,1,нет,1884,12,4,нет,,1
441,30.0,0,2,2.0,замужем/живет раздельно/разведена,1,3,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1620,12,2,созаемщик,мебель/оборудование,1
442,29.0,1,2,2.0,никогда не состоял(а),1,3,1,1,1,1,автомобиль,собственность,1,2,банк,2629,20,2,нет,другое,1
443,41.0,1,1,4.0,никогда не состоял(а),2,4,1,0,0,1,автомобиль,собственность,2,1,банк,719,12,4,нет,образование,0
444,30.0,0,3,2.0,замужем/живет раздельно/разведена,1,3,1,1,1,1,автомобиль,собственность,0,1,нет,5096,48,2,нет,мебель/оборудование,0
445,41.0,0,1,4.0,замужем/живет раздельно/разведена,1,4,1,0,0,0,страхование жизни/сберегательный договор,аренда,0,2,нет,1244,9,4,нет,образование,1
446,34.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,1,-1,1,автомобиль,собственность,2,1,нет,1842,36,4,нет,автомобиль (новый),0
447,35.0,1,2,2.0,никогда не состоял(а),1,2,1,0,1,1,недвижимость,собственность,2,1,нет,2576,7,2,поручитель,радио/телевидение,1
448,55.0,0,3,4.0,замужем/живет раздельно/разведена,1,4,1,1,2,0,недвижимость,собственность,2,1,нет,1424,12,3,нет,мебель/оборудование,1
449,61.0,1,2,2.0,женат/овдовел,1,3,1,0,1,4,страхование жизни/сберегательный договор,собственность,1,2,магазин,1512,15,3,нет,ремонт,0
450,30.0,1,3,2.0,никогда не состоял(а),1,2,1,1,0,0,автомобиль,собственность,0,1,нет,11054,36,4,нет,автомобиль (б/у),1
451,29.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,0,0,1,недвижимость,собственность,2,1,нет,518,6,3,нет,радио/телевидение,1
452,34.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,1,страхование жизни/сберегательный договор,собственность,4,2,нет,2759,12,2,нет,мебель/оборудование,1
453,35.0,1,3,4.0,никогда не состоял(а),1,4,1,1,0,1,автомобиль,собственность,2,1,нет,2670,24,4,нет,автомобиль (б/у),1
454,31.0,1,2,3.0,никогда не состоял(а),1,3,1,1,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,4817,24,2,созаемщик,автомобиль (новый),0
455,29.0,0,3,1.0,замужем/живет раздельно/разведена,1,1,1,1,0,1,неизвестно/нет собственности,собственность,2,1,нет,2679,24,4,,автомобиль (б/у),1
456,36.0,1,2,2.0,никогда не состоял(а),2,2,1,0,-1,1,недвижимость,аренда,0,2,нет,3905,11,2,нет,автомобиль (новый),1
457,35.0,1,2,4.0,никогда не состоял(а),1,4,1,1,-1,1,неизвестно/нет собственности,бесплатно,2,1,нет,3386,12,3,нет,автомобиль (б/у),0
458,27.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,-1,1,недвижимость,собственность,2,1,нет,343,6,4,нет,бытовая техника,1
459,32.0,1,2,1.0,никогда не состоял(а),1,2,1,1,0,1,автомобиль,собственность,2,1,нет,4594,18,3,нет,радио/телевидение,1
460,37.0,1,2,2.0,никогда не состоял(а),2,2,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,3620,36,1,поручитель,мебель/оборудование,1
461,36.0,1,2,1.0,никогда не состоял(а),1,3,1,0,-1,1,недвижимость,собственность,2,1,нет,1721,15,2,нет,автомобиль (новый),1
462,34.0,0,3,1.0,замужем/живет раздельно/разведена,1,1,1,0,1,1,недвижимость,аренда,2,1,нет,3017,12,3,нет,,1
463,38.0,1,2,4.0,никогда не состоял(а),1,4,1,0,1,0,страхование жизни/сберегательный договор,собственность,2,2,нет,754,12,4,нет,переподготовка,1
464,34.0,1,2,3.0,никогда не состоял(а),1,1,1,1,0,1,автомобиль,собственность,2,2,магазин,1950,18,4,нет,бизнес,1
465,63.0,1,2,2.0,никогда не состоял(а),2,4,1,1,-1,1,неизвестно/нет собственности,собственность,2,1,банк,2924,24,3,поручитель,автомобиль (б/у),1
466,29.0,0,1,1.0,замужем/живет раздельно/разведена,1,2,1,1,-1,1,автомобиль,аренда,1,1,нет,1659,24,4,нет,,0
467,32.0,1,2,4.0,никогда не состоял(а),2,3,1,0,0,0,автомобиль,собственность,1,2,банк,7238,48,3,нет,радио/телевидение,1
468,26.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,1,0,1,автомобиль,собственность,1,2,нет,2764,33,2,нет,бизнес,1
469,35.0,1,1,3.0,никогда не состоял(а),1,3,1,1,0,1,автомобиль,собственность,1,2,нет,4679,24,3,нет,автомобиль (б/у),1
470,22.0,1,2,1.0,женат/овдовел,1,2,1,1,1,2,автомобиль,аренда,2,1,нет,3092,24,3,нет,радио/телевидение,0
471,23.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,448,6,4,нет,образование,0
472,28.0,1,1,2.0,никогда не состоял(а),1,3,1,0,-1,1,автомобиль,собственность,2,1,нет,654,9,4,нет,автомобиль (новый),0
473,36.0,1,3,,никогда не состоял(а),2,4,1,1,0,0,страхование жизни/сберегательный договор,собственность,2,1,нет,1238,6,4,,переподготовка,1
474,33.0,1,2,2.0,женат/овдовел,1,2,1,0,1,1,автомобиль,собственность,0,1,нет,1245,18,4,нет,радио/телевидение,0
475,26.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,страхование жизни/сберегательный договор,аренда,4,1,нет,3114,18,1,нет,мебель/оборудование,0
476,24.0,1,2,2.0,никогда не состоял(а),1,4,1,0,0,3,автомобиль,собственность,2,1,нет,2569,39,4,нет,автомобиль (б/у),1
477,25.0,1,2,3.0,никогда не состоял(а),1,2,1,0,2,1,автомобиль,собственность,2,1,банк,5152,24,4,нет,радио/телевидение,1
478,39.0,1,1,3.0,никогда не состоял(а),1,4,1,0,1,2,недвижимость,собственность,2,1,нет,1037,12,3,нет,бизнес,1
479,44.0,1,2,4.0,никогда не состоял(а),2,4,1,1,-1,1,автомобиль,собственность,0,2,нет,1478,15,4,нет,мебель/оборудование,1
